1, 2, WinRate, Win, Defeat
149, 191,67.53 ,1300, 625
62, 74,40.73 ,2362, 3437
87, 93,39.74 ,3114, 4722
147, 195,43.58 ,404, 523
191, 216,69.78 ,1824, 790
170, 178,61.81 ,1120, 692
35, 46,40.13 ,319, 476
2, 93,39.12 ,3430, 5338
137, 195,53.6 ,805, 697
23, 38,41.98 ,293, 405
165, 198,55.05 ,975, 796
64, 81,49.29 ,1278, 1315
13, 35,37.55 ,392, 652
172, 212,58.8 ,578, 405
168, 176,63.22 ,739, 430
137, 202,48.05 ,703, 760
192, 194,59.78 ,1690, 1137
26, 71,36.09 ,2324, 4115
159, 172,57.3 ,1009, 752
180, 194,58.1 ,929, 670
5, 50,44.22 ,658, 830
68, 93,39.13 ,1990, 3095
144, 179,56.18 ,2213, 1726
186, 217,65.11 ,3111, 1667
17, 80,41.74 ,298, 416
43, 84,48.16 ,1035, 1114
165, 201,56.03 ,1161, 911
19, 95,45.08 ,1682, 2049
17, 52,37.75 ,299, 493
67, 102,42.84 ,1133, 1512
171, 206,51.45 ,1827, 1724
7, 57,46.67 ,378, 432
1, 57,43.39 ,597, 779
29, 50,45.2 ,938, 1137
44, 54,30.89 ,435, 973
142, 156,51.33 ,2686, 2547
3, 54,44.96 ,1016, 1244
44, 69,33.91 ,2225, 4337
18, 67,39.67 ,701, 1066
164, 190,62.55 ,1022, 612
50, 53,39.01 ,593, 927
156, 230,53.63 ,4414, 3817
8, 42,39.18 ,1365, 2119
204, 210,60.08 ,1243, 826
161, 185,58.38 ,812, 579
165, 234,57.83 ,2883, 2102
138, 211,62.4 ,1711, 1031
143, 159,54.61 ,942, 783
49, 52,41.33 ,155, 220
2, 90,37.3 ,655, 1101
70, 84,43.4 ,2965, 3867
152, 199,51.19 ,2292, 2185
7, 63,41.94 ,1033, 1430
18, 99,42.14 ,2041, 2802
161, 217,54.06 ,912, 775
3, 35,37.97 ,396, 647
167, 180,55.94 ,419, 330
141, 200,51.21 ,2453, 2337
158, 220,53.03 ,815, 722
23, 67,35.05 ,1835, 3401
165, 183,49.3 ,736, 757
9, 63,41.59 ,1007, 1414
156, 219,54.57 ,710, 591
166, 188,53.45 ,333, 290
155, 209,54.38 ,795, 667
147, 221,55.64 ,1228, 979
7, 49,39.51 ,689, 1055
170, 183,57.89 ,847, 616
177, 183,55.1 ,691, 563
185, 192,57.78 ,297, 217
157, 214,61.46 ,2907, 1823
166, 186,68.51 ,1614, 742
137, 203,56.77 ,1816, 1383
9, 85,46.06 ,1812, 2122
13, 15,46.01 ,144, 169
136, 206,62.09 ,1502, 917
197, 230,56.91 ,3727, 2822
8, 108,56.34 ,6335, 4910
158, 162,60.95 ,1414, 906
18, 57,51.19 ,732, 698
132, 200,54.02 ,2192, 1866
25, 58,39.97 ,462, 694
151, 192,59.75 ,3549, 2391
144, 189,61.53 ,3061, 1914
149, 210,59.75 ,1140, 768
30, 50,42.78 ,720, 963
30, 63,42.56 ,1144, 1544
85, 96,43.36 ,673, 879
19, 54,41.25 ,3082, 4389
181, 210,62.16 ,790, 481
30, 59,47.41 ,990, 1098
180, 203,53.32 ,763, 668
133, 190,61.0 ,893, 571
164, 170,60.93 ,1079, 692
4, 52,53.97 ,387, 330
7, 56,51.16 ,2495, 2382
173, 191,72.97 ,81, 30
145, 155,55.12 ,474, 386
138, 193,55.12 ,1810, 1474
41, 48,41.48 ,815, 1150
1, 49,37.05 ,1056, 1794
37, 45,49.65 ,932, 945
11, 69,32.95 ,1399, 2847
161, 200,54.55 ,2600, 2166
188, 190,55.41 ,333, 268
25, 73,44.45 ,1193, 1491
26, 80,43.4 ,1239, 1616
171, 193,51.51 ,1415, 1332
160, 199,52.5 ,2143, 1939
11, 79,39.66 ,769, 1170
11, 58,38.9 ,561, 881
186, 213,68.79 ,2334, 1059
25, 60,45.41 ,2036, 2448
2, 36,41.59 ,883, 1240
158, 210,62.9 ,819, 483
151, 203,58.47 ,2638, 1874
142, 177,61.31 ,878, 554
59, 69,41.01 ,356, 512
181, 223,55.02 ,3686, 3013
145, 174,55.5 ,696, 558
152, 209,57.34 ,957, 712
10, 93,39.05 ,1843, 2877
10, 55,41.84 ,528, 734
168, 173,60.0 ,159, 106
41, 54,33.87 ,488, 953
17, 100,41.13 ,2088, 2989
191, 204,68.93 ,752, 339
139, 199,54.35 ,2501, 2101
20, 47,49.06 ,1017, 1056
198, 202,52.45 ,342, 310
187, 216,58.22 ,733, 526
46, 86,42.76 ,2698, 3611
203, 210,54.92 ,201, 165
25, 68,41.92 ,1431, 1983
159, 196,58.24 ,205, 147
153, 164,51.84 ,422, 392
163, 171,54.8 ,1181, 974
42, 75,39.76 ,1214, 1839
44, 58,35.63 ,724, 1308
148, 183,52.58 ,2209, 1992
134, 153,60.4 ,761, 499
38, 48,53.23 ,437, 384
167, 172,58.38 ,1344, 958
13, 62,40.29 ,612, 907
44, 73,40.89 ,1440, 2082
152, 176,56.22 ,954, 743
152, 204,58.22 ,4423, 3174
171, 213,59.15 ,4318, 2982
17, 47,46.26 ,760, 883
37, 70,40.61 ,770, 1126
21, 80,46.27 ,1258, 1461
164, 173,56.55 ,95, 73
3, 33,44.39 ,198, 248
137, 177,60.29 ,2373, 1563
13, 37,41.16 ,750, 1072
149, 221,52.4 ,1691, 1536
159, 179,52.57 ,235, 212
152, 195,49.95 ,514, 515
67, 106,38.11 ,3006, 4881
36, 86,46.22 ,2857, 3324
132, 196,61.17 ,386, 245
72, 93,31.48 ,198, 431
67, 79,36.46 ,817, 1424
141, 147,46.17 ,229, 267
52, 62,45.12 ,388, 472
19, 74,40.83 ,6320, 9159
162, 214,65.48 ,3160, 1666
13, 33,39.64 ,241, 367
16, 62,39.06 ,605, 944
17, 83,44.96 ,2071, 2535
163, 165,55.3 ,391, 316
137, 187,54.98 ,370, 303
20, 37,46.14 ,394, 460
55, 67,40.75 ,678, 986
28, 70,39.33 ,1313, 2025
156, 180,53.64 ,1445, 1249
4, 15,46.45 ,98, 113
35, 48,44.51 ,661, 824
170, 212,66.81 ,602, 299
152, 166,61.67 ,2145, 1333
21, 95,43.55 ,2645, 3428
63, 74,40.28 ,1728, 2562
22, 85,45.66 ,2116, 2518
20, 60,48.64 ,933, 985
185, 204,57.89 ,1383, 1006
39, 53,34.97 ,1084, 2016
170, 192,59.82 ,929, 624
178, 200,55.56 ,360, 288
140, 168,57.82 ,1031, 752
17, 20,45.2 ,1510, 1831
165, 223,54.21 ,2285, 1930
163, 169,53.63 ,695, 601
42, 80,44.37 ,406, 509
26, 50,36.58 ,1054, 1827
8, 59,49.1 ,1881, 1950
204, 207,62.55 ,481, 288
156, 210,58.9 ,1685, 1176
205, 211,61.7 ,1031, 640
146, 201,56.27 ,1130, 878
16, 42,39.19 ,886, 1375
164, 186,67.99 ,599, 282
44, 87,40.18 ,4457, 6636
215, 223,57.22 ,2700, 2019
165, 190,58.87 ,1102, 770
42, 71,39.81 ,1043, 1577
143, 186,60.68 ,886, 574
15, 28,41.08 ,205, 294
158, 200,53.41 ,1888, 1647
132, 202,53.43 ,724, 631
46, 58,40.81 ,302, 438
45, 83,52.7 ,1248, 1120
135, 203,58.32 ,1983, 1417
170, 190,62.87 ,1094, 646
48, 50,44.92 ,694, 851
2, 43,43.24 ,441, 579
148, 232,61.75 ,1598, 990
140, 185,57.98 ,730, 529
178, 192,64.33 ,972, 539
22, 54,42.53 ,2663, 3599
145, 162,56.2 ,154, 120
25, 92,53.38 ,316, 276
158, 181,56.93 ,1811, 1370
152, 210,58.47 ,808, 574
97, 108,55.66 ,2071, 1650
161, 205,56.98 ,1408, 1063
20, 48,54.12 ,1726, 1463
8, 48,43.14 ,733, 966
150, 219,58.49 ,186, 132
165, 204,53.61 ,2078, 1798
152, 200,53.61 ,2252, 1949
51, 52,48.5 ,807, 857
205, 209,51.18 ,282, 269
41, 44,32.55 ,861, 1784
201, 204,55.49 ,4142, 3322
26, 76,34.49 ,1484, 2819
211, 218,61.85 ,407, 251
64, 91,43.46 ,518, 674
43, 47,45.9 ,151, 178
145, 171,58.15 ,788, 567
137, 188,51.3 ,591, 561
206, 215,54.15 ,764, 647
10, 52,39.84 ,545, 823
159, 211,61.37 ,583, 367
43, 67,41.98 ,701, 969
133, 194,59.52 ,494, 336
156, 198,55.16 ,1492, 1213
143, 204,53.43 ,1977, 1723
31, 33,41.24 ,527, 751
1, 65,35.57 ,839, 1520
160, 175,61.11 ,2192, 1395
151, 235,56.27 ,3410, 2650
13, 47,45.48 ,498, 597
141, 184,53.37 ,3472, 3034
159, 221,57.4 ,710, 527
16, 51,45.79 ,1022, 1210
43, 81,47.06 ,232, 261
26, 69,30.17 ,2028, 4693
170, 193,58.11 ,670, 483
5, 82,48.51 ,782, 830
149, 163,55.59 ,830, 663
135, 236,56.24 ,4279, 3330
13, 34,38.27 ,274, 442
173, 178,58.02 ,304, 220
141, 195,47.49 ,549, 607
143, 200,50.28 ,1063, 1051
164, 216,54.69 ,2517, 2085
136, 213,69.76 ,5006, 2170
30, 56,49.58 ,2742, 2789
44, 85,42.76 ,3093, 4141
134, 145,60.08 ,149, 99
153, 216,50.14 ,3191, 3173
151, 202,50.38 ,1206, 1188
5, 95,48.0 ,1635, 1771
37, 56,53.17 ,1618, 1425
50, 60,45.94 ,831, 978
131, 142,44.0 ,154, 196
11, 75,38.66 ,1726, 2738
8, 97,47.68 ,9936, 10904
12, 59,46.93 ,374, 423
170, 194,62.66 ,2259, 1346
20, 87,43.57 ,603, 781
140, 186,62.29 ,2007, 1215
221, 224,48.41 ,365, 389
35, 38,42.15 ,282, 387
144, 199,48.83 ,3595, 3767
37, 71,46.68 ,900, 1028
204, 232,58.85 ,2377, 1662
81, 91,48.48 ,687, 730
218, 227,56.83 ,1036, 787
4, 77,58.14 ,100, 72
22, 56,53.47 ,2241, 1950
164, 225,59.15 ,750, 518
21, 89,42.45 ,635, 861
38, 64,49.26 ,899, 926
6, 42,44.55 ,1104, 1374
49, 50,40.37 ,415, 613
2, 42,40.16 ,1363, 2031
133, 204,58.5 ,2798, 1985
14, 53,34.8 ,2338, 4380
134, 178,67.44 ,843, 407
198, 221,55.98 ,384, 302
48, 73,44.47 ,446, 557
4, 64,51.15 ,1556, 1486
157, 216,54.13 ,2838, 2405
18, 32,47.41 ,868, 963
168, 192,59.08 ,322, 223
71, 81,44.84 ,639, 786
57, 73,48.66 ,199, 210
7, 70,36.41 ,1618, 2826
146, 163,56.83 ,308, 234
8, 94,39.15 ,996, 1548
13, 48,42.93 ,616, 819
160, 183,54.98 ,1672, 1369
21, 79,36.7 ,1130, 1949
156, 224,49.78 ,1591, 1605
40, 74,45.62 ,3485, 4154
167, 206,54.01 ,721, 614
55, 84,48.02 ,861, 932
47, 56,52.42 ,877, 796
32, 67,44.36 ,657, 824
162, 182,63.97 ,442, 249
12, 63,36.41 ,288, 503
181, 209,53.89 ,589, 504
42, 55,39.06 ,250, 390
132, 213,63.71 ,2890, 1646
167, 217,59.77 ,612, 412
135, 163,58.32 ,831, 594
176, 209,56.17 ,528, 412
152, 196,62.45 ,434, 261
194, 215,61.21 ,1633, 1035
23, 72,29.8 ,236, 556
74, 78,42.75 ,728, 975
14, 81,40.53 ,2118, 3108
4, 51,52.02 ,1081, 997
169, 185,54.84 ,685, 564
158, 188,50.93 ,576, 555
138, 227,60.56 ,12816, 8345
183, 195,50.38 ,265, 261
38, 40,47.5 ,351, 388
186, 193,58.65 ,766, 540
49, 59,44.1 ,157, 199
36, 63,44.14 ,493, 624
40, 46,45.06 ,1049, 1279
49, 88,42.32 ,193, 263
1, 78,39.87 ,567, 855
27, 106,39.74 ,1838, 2787
3, 31,44.89 ,277, 340
165, 200,50.59 ,1035, 1011
21, 76,36.34 ,1330, 2330
142, 165,52.54 ,745, 673
7, 64,40.78 ,2524, 3665
213, 221,58.61 ,606, 428
136, 162,64.77 ,1072, 583
9, 33,43.98 ,526, 670
75, 82,48.95 ,421, 439
186, 209,63.34 ,748, 433
135, 190,62.93 ,3098, 1825
36, 75,42.86 ,913, 1217
169, 182,54.36 ,629, 528
33, 84,46.15 ,924, 1078
164, 189,54.69 ,169, 140
30, 90,35.06 ,339, 628
205, 214,63.25 ,3659, 2126
76, 84,43.64 ,1879, 2427
186, 211,66.47 ,1108, 559
73, 85,47.84 ,798, 870
23, 29,39.19 ,631, 979
34, 85,45.07 ,906, 1104
12, 60,38.1 ,573, 931
4, 63,45.76 ,302, 358
178, 198,63.52 ,1024, 588
149, 189,60.75 ,1331, 860
31, 57,47.52 ,336, 371
180, 183,49.94 ,780, 782
1, 85,41.58 ,2760, 3878
10, 74,39.5 ,3815, 5843
150, 183,57.29 ,1025, 764
162, 216,59.43 ,2690, 1836
190, 204,59.73 ,4078, 2749
136, 182,65.53 ,1154, 607
19, 76,38.82 ,1082, 1705
44, 71,38.65 ,2660, 4222
49, 51,43.59 ,483, 625
41, 85,44.48 ,3029, 3781
138, 215,60.93 ,4740, 3040
21, 81,45.78 ,2346, 2779
50, 58,36.29 ,131, 230
6, 79,48.72 ,895, 942
11, 80,42.15 ,427, 586
183, 190,55.09 ,584, 476
10, 73,35.83 ,560, 1003
63, 71,40.89 ,644, 931
171, 236,50.14 ,4041, 4019
159, 182,58.29 ,517, 370
47, 75,42.57 ,799, 1078
160, 234,59.43 ,6872, 4692
13, 56,49.01 ,696, 724
145, 197,58.05 ,642, 464
28, 71,40.45 ,1195, 1759
25, 63,39.23 ,967, 1498
143, 167,54.71 ,1016, 841
49, 74,43.11 ,1207, 1593
166, 173,56.26 ,247, 192
86, 87,39.04 ,2757, 4305
176, 210,58.56 ,260, 184
131, 209,49.53 ,1318, 1343
202, 204,52.46 ,1215, 1101
148, 206,54.28 ,1571, 1323
218, 228,59.54 ,462, 314
134, 182,64.94 ,463, 250
194, 236,56.15 ,3429, 2678
2, 70,39.24 ,1494, 2313
37, 100,43.36 ,917, 1198
164, 205,57.9 ,938, 682
161, 199,52.69 ,2232, 2004
52, 60,49.27 ,504, 519
180, 206,49.39 ,571, 585
32, 72,39.12 ,124, 193
153, 225,55.6 ,933, 745
4, 86,47.49 ,2462, 2722
172, 184,51.88 ,606, 562
19, 97,41.01 ,3846, 5533
139, 213,63.39 ,2550, 1473
15, 17,42.75 ,227, 304
68, 73,46.5 ,911, 1048
165, 215,57.83 ,1182, 862
11, 15,43.25 ,285, 374
167, 176,57.12 ,1308, 982
58, 71,38.81 ,234, 369
16, 34,38.13 ,742, 1204
153, 168,55.96 ,399, 314
40, 65,40.15 ,261, 389
64, 72,35.57 ,440, 797
223, 224,51.82 ,799, 743
70, 75,37.26 ,848, 1428
157, 182,63.64 ,833, 476
80, 84,51.74 ,1545, 1441
36, 73,48.29 ,662, 709
202, 205,48.54 ,367, 389
2, 48,46.99 ,1437, 1621
10, 66,44.07 ,290, 368
181, 189,64.48 ,1004, 553
32, 85,48.72 ,778, 819
164, 177,61.38 ,480, 302
137, 191,69.99 ,1327, 569
8, 91,41.55 ,1440, 2026
62, 63,36.71 ,355, 612
142, 190,54.09 ,786, 667
145, 163,54.14 ,72, 61
25, 69,35.72 ,1583, 2849
193, 194,60.11 ,1260, 836
161, 194,58.99 ,1267, 881
35, 39,35.12 ,878, 1622
147, 223,52.86 ,4156, 3706
2, 57,47.85 ,289, 315
168, 172,60.13 ,463, 307
64, 93,40.91 ,3249, 4693
143, 182,55.33 ,306, 247
176, 214,63.61 ,4438, 2539
18, 76,41.13 ,1271, 1819
1, 44,29.09 ,493, 1202
212, 213,66.29 ,639, 325
32, 35,39.89 ,517, 779
70, 87,39.08 ,1467, 2287
216, 230,56.33 ,2706, 2098
174, 218,55.3 ,1612, 1303
60, 62,44.96 ,713, 873
131, 217,50.9 ,5062, 4883
194, 211,63.18 ,1757, 1024
35, 67,37.67 ,1686, 2790
20, 33,44.11 ,247, 313
34, 81,40.96 ,521, 751
159, 176,59.62 ,1398, 947
68, 86,41.11 ,1691, 2422
171, 187,57.92 ,837, 608
46, 75,41.38 ,773, 1095
22, 69,35.32 ,1638, 3000
143, 202,46.81 ,301, 342
2, 65,38.22 ,310, 501
2, 15,43.12 ,238, 314
42, 64,43.45 ,1852, 2410
12, 37,42.73 ,720, 965
30, 105,37.36 ,1040, 1744
140, 173,57.74 ,522, 382
165, 199,48.22 ,865, 929
17, 81,44.05 ,1178, 1496
134, 162,68.72 ,668, 304
156, 179,50.98 ,1812, 1742
191, 200,66.07 ,518, 266
41, 77,47.25 ,266, 297
141, 234,56.41 ,6597, 5097
131, 238,63.13 ,5465, 3192
167, 212,65.6 ,511, 268
42, 103,40.03 ,245, 367
169, 225,56.64 ,1859, 1423
39, 81,42.95 ,1273, 1691
162, 190,61.76 ,785, 486
150, 189,71.24 ,825, 333
148, 212,61.63 ,1089, 678
151, 210,61.54 ,1698, 1061
171, 191,69.41 ,1693, 746
140, 223,55.23 ,2660, 2156
21, 65,36.65 ,843, 1457
176, 179,54.14 ,360, 305
23, 36,41.23 ,696, 992
177, 239,60.2 ,1154, 763
160, 185,58.94 ,791, 551
169, 195,47.96 ,540, 586
44, 66,44.99 ,436, 533
84, 106,43.3 ,4416, 5783
132, 163,56.88 ,517, 392
172, 183,51.43 ,1099, 1038
13, 70,34.41 ,724, 1380
2, 86,40.0 ,4555, 6832
27, 75,40.24 ,804, 1194
139, 217,57.49 ,3612, 2671
182, 194,59.27 ,943, 648
84, 93,44.06 ,6380, 8101
137, 182,57.17 ,973, 729
35, 56,44.76 ,726, 896
142, 182,55.69 ,416, 331
40, 53,39.03 ,537, 839
176, 186,63.67 ,617, 352
85, 87,43.98 ,1020, 1299
47, 74,46.8 ,1936, 2201
35, 60,41.95 ,756, 1046
174, 202,50.12 ,410, 408
176, 216,56.6 ,3664, 2810
8, 78,42.57 ,773, 1043
139, 214,65.52 ,8991, 4732
135, 223,57.82 ,5768, 4208
4, 23,43.65 ,553, 714
13, 68,43.35 ,805, 1052
156, 225,55.65 ,2972, 2369
140, 212,60.24 ,656, 433
62, 68,44.07 ,654, 830
149, 211,59.04 ,1800, 1249
190, 193,59.26 ,464, 319
52, 80,47.58 ,128, 141
51, 72,39.73 ,449, 681
160, 181,60.2 ,3607, 2385
37, 59,47.51 ,486, 537
139, 210,62.03 ,1245, 762
144, 224,55.47 ,2569, 2062
145, 191,69.34 ,95, 42
14, 62,37.18 ,1753, 2962
43, 54,45.57 ,484, 578
45, 46,47.42 ,543, 602
56, 74,46.63 ,2276, 2605
61, 70,51.57 ,361, 339
150, 190,64.23 ,1311, 730
211, 237,59.57 ,952, 646
158, 183,52.25 ,940, 859
59, 68,46.92 ,556, 629
169, 199,47.96 ,1914, 2077
21, 57,46.55 ,777, 892
170, 202,52.73 ,405, 363
169, 211,59.53 ,1796, 1221
53, 62,41.66 ,592, 829
166, 180,58.36 ,1190, 849
37, 54,42.45 ,1270, 1722
23, 80,40.55 ,266, 390
6, 33,49.6 ,813, 826
138, 213,62.75 ,5602, 3326
187, 213,62.09 ,262, 160
4, 69,41.22 ,284, 405
179, 193,56.03 ,339, 266
216, 221,54.77 ,1493, 1233
184, 205,56.75 ,1934, 1474
135, 200,55.58 ,3028, 2420
214, 221,59.5 ,1500, 1021
157, 187,58.77 ,362, 254
59, 87,46.83 ,827, 939
160, 201,57.24 ,2306, 1723
53, 67,41.34 ,1882, 2671
2, 53,38.6 ,765, 1217
45, 53,45.81 ,705, 834
161, 211,62.69 ,1853, 1103
3, 48,44.64 ,446, 553
187, 189,67.16 ,274, 134
85, 93,41.97 ,2007, 2775
39, 72,32.7 ,464, 955
192, 204,56.7 ,3301, 2521
10, 15,44.01 ,301, 383
174, 207,61.76 ,428, 265
36, 52,47.38 ,344, 382
193, 200,52.15 ,571, 524
74, 90,36.16 ,1359, 2399
36, 60,45.55 ,461, 551
141, 185,52.26 ,762, 696
131, 205,50.67 ,3322, 3234
205, 223,54.49 ,2836, 2369
21, 66,44.51 ,531, 662
41, 70,33.84 ,531, 1038
5, 57,47.72 ,460, 504
41, 100,40.68 ,3376, 4922
156, 192,55.62 ,2982, 2379
134, 177,65.62 ,712, 373
136, 145,71.38 ,626, 251
161, 163,55.45 ,661, 531
69, 71,35.98 ,707, 1258
93, 106,36.31 ,2282, 4002
139, 206,56.11 ,1755, 1373
156, 199,45.95 ,2977, 3502
64, 76,39.64 ,922, 1404
159, 187,61.4 ,167, 105
13, 85,43.48 ,997, 1296
176, 200,51.58 ,1107, 1039
17, 84,45.07 ,5161, 6291
134, 204,64.51 ,3436, 1890
176, 224,50.81 ,189, 183
32, 62,41.79 ,430, 599
41, 94,34.14 ,691, 1333
174, 223,51.35 ,1024, 970
15, 71,41.18 ,224, 320
40, 56,54.54 ,1665, 1388
21, 78,41.35 ,633, 898
48, 75,42.41 ,738, 1002
197, 236,53.44 ,4097, 3569
156, 233,51.66 ,776, 726
33, 42,39.65 ,383, 583
167, 193,58.55 ,726, 514
156, 201,51.48 ,3179, 2996
62, 73,47.49 ,661, 731
5, 71,44.08 ,1948, 2471
145, 194,58.48 ,514, 365
138, 236,58.28 ,6485, 4642
30, 58,38.13 ,249, 404
32, 57,47.34 ,160, 178
139, 205,56.59 ,2027, 1555
167, 170,62.42 ,1234, 743
47, 68,45.57 ,896, 1070
168, 207,76.95 ,207, 62
50, 63,40.86 ,554, 802
161, 228,56.56 ,2234, 1716
155, 226,55.05 ,1860, 1519
188, 200,44.59 ,297, 369
4, 58,43.26 ,228, 299
40, 75,41.94 ,744, 1030
22, 59,43.14 ,604, 796
175, 216,60.07 ,3221, 2141
48, 86,42.19 ,1865, 2555
162, 171,56.16 ,1090, 851
156, 196,51.72 ,226, 211
54, 102,44.05 ,699, 888
182, 195,60.0 ,165, 110
157, 178,62.03 ,1410, 863
200, 209,48.93 ,410, 428
47, 62,44.81 ,716, 882
140, 211,59.42 ,1296, 885
32, 87,44.17 ,1128, 1426
215, 216,58.29 ,3010, 2154
35, 62,37.88 ,622, 1020
46, 47,45.84 ,408, 482
133, 189,65.63 ,466, 244
164, 230,58.79 ,1495, 1048
73, 93,44.04 ,1403, 1783
35, 45,42.6 ,581, 783
59, 93,42.94 ,1050, 1395
178, 193,61.27 ,500, 316
171, 215,59.4 ,3888, 2658
174, 211,56.12 ,1321, 1033
174, 217,55.08 ,6069, 4949
193, 203,61.24 ,640, 405
5, 68,45.99 ,677, 795
70, 106,35.69 ,1079, 1944
137, 205,54.9 ,2230, 1832
8, 55,44.38 ,1030, 1291
169, 213,59.03 ,3032, 2104
58, 81,46.62 ,241, 276
186, 200,58.74 ,1173, 824
8, 57,43.63 ,774, 1000
16, 52,46.79 ,539, 613
146, 204,56.44 ,4702, 3629
39, 80,43.47 ,543, 706
18, 86,42.77 ,6677, 8935
131, 188,49.15 ,952, 985
187, 204,58.8 ,999, 700
2, 71,42.1 ,1429, 1965
157, 212,63.13 ,719, 420
144, 195,47.44 ,1249, 1384
39, 45,43.85 ,1312, 1680
31, 100,44.97 ,2444, 2991
168, 183,56.43 ,307, 237
40, 54,43.33 ,1500, 1962
150, 173,62.76 ,391, 232
6, 86,47.99 ,6118, 6630
132, 204,59.04 ,8622, 5981
12, 52,40.65 ,311, 454
29, 36,42.13 ,436, 599
150, 176,68.02 ,1961, 922
152, 216,56.8 ,6567, 4995
191, 197,70.19 ,1547, 657
172, 179,47.96 ,436, 473
58, 62,35.68 ,167, 301
26, 83,41.26 ,1953, 2780
34, 70,38.93 ,763, 1197
146, 175,61.63 ,1500, 934
134, 186,72.71 ,1476, 554
73, 86,44.37 ,1963, 2461
1, 76,36.6 ,1342, 2325
158, 186,65.4 ,3391, 1794
49, 68,43.94 ,471, 601
181, 193,58.72 ,1007, 708
202, 221,54.49 ,1426, 1191
180, 213,61.74 ,852, 528
210, 212,54.4 ,105, 88
15, 38,38.14 ,45, 73
135, 217,58.41 ,1219, 868
213, 225,62.31 ,1286, 778
147, 201,52.86 ,2082, 1857
183, 194,54.82 ,1518, 1251
162, 176,60.28 ,847, 558
159, 164,54.14 ,908, 769
26, 89,42.35 ,534, 727
23, 42,34.74 ,790, 1484
7, 43,42.26 ,568, 776
9, 59,48.75 ,1109, 1166
169, 205,52.56 ,2139, 1931
61, 74,54.22 ,552, 466
54, 85,44.32 ,1480, 1859
54, 73,48.32 ,1067, 1141
147, 207,57.5 ,207, 153
15, 16,39.55 ,157, 240
34, 56,51.59 ,454, 426
33, 74,39.75 ,1220, 1849
5, 56,53.91 ,3299, 2821
170, 189,63.77 ,808, 459
193, 216,56.04 ,1910, 1498
206, 218,56.3 ,389, 302
150, 204,62.11 ,4280, 2611
49, 83,45.98 ,544, 639
152, 185,55.08 ,661, 539
149, 182,57.06 ,1220, 918
138, 206,56.54 ,2940, 2260
169, 217,53.58 ,3720, 3223
192, 215,58.31 ,747, 534
155, 183,52.0 ,1544, 1425
64, 68,43.87 ,698, 893
171, 223,49.26 ,1060, 1092
155, 187,57.41 ,546, 405
163, 202,47.98 ,154, 167
175, 195,55.93 ,368, 290
150, 167,63.37 ,557, 322
53, 69,33.61 ,409, 808
23, 84,44.79 ,2939, 3623
155, 206,51.84 ,1029, 956
54, 64,44.28 ,2573, 3238
202, 216,49.47 ,1035, 1057
173, 174,56.33 ,1081, 838
144, 202,53.11 ,1666, 1471
1, 79,36.29 ,981, 1722
215, 238,67.01 ,2096, 1032
166, 178,62.69 ,1139, 678
5, 72,39.18 ,614, 953
138, 228,59.44 ,4103, 2800
149, 193,55.2 ,1556, 1263
132, 223,56.81 ,4975, 3783
47, 90,40.92 ,401, 579
134, 158,60.36 ,507, 333
62, 80,43.52 ,329, 427
17, 45,43.35 ,874, 1142
142, 204,57.08 ,3319, 2496
149, 206,50.02 ,1330, 1329
45, 73,47.97 ,507, 550
67, 71,39.96 ,2208, 3317
187, 188,49.61 ,64, 65
50, 64,43.66 ,709, 915
152, 213,61.94 ,3045, 1871
23, 63,36.76 ,465, 800
21, 75,40.74 ,2879, 4188
132, 188,51.7 ,578, 540
150, 179,60.55 ,643, 419
145, 147,61.34 ,338, 213
9, 64,45.88 ,3105, 3662
22, 87,42.32 ,2814, 3835
176, 188,49.86 ,361, 363
22, 82,50.34 ,367, 362
34, 93,39.88 ,1602, 2415
195, 206,51.3 ,177, 168
4, 35,44.23 ,610, 769
15, 67,42.84 ,443, 591
33, 38,44.76 ,94, 116
12, 46,38.97 ,629, 985
33, 67,38.9 ,738, 1159
133, 191,71.98 ,542, 211
231, 234,61.3 ,6601, 4167
5, 55,45.81 ,706, 835
14, 78,37.49 ,626, 1044
150, 191,70.81 ,655, 270
192, 205,57.34 ,883, 657
132, 168,58.27 ,74, 53
35, 83,40.55 ,895, 1312
14, 55,41.77 ,980, 1366
53, 74,36.84 ,2068, 3545
63, 72,36.27 ,140, 246
146, 198,57.75 ,1456, 1065
223, 233,53.51 ,671, 583
22, 33,42.3 ,602, 821
148, 196,58.63 ,496, 350
22, 76,36.76 ,483, 831
147, 215,61.0 ,2564, 1639
12, 77,44.93 ,93, 114
139, 189,63.34 ,1524, 882
145, 176,61.66 ,201, 125
170, 235,51.62 ,717, 672
143, 216,51.85 ,2631, 2443
95, 108,52.42 ,1125, 1021
18, 104,45.9 ,5990, 7059
156, 200,50.6 ,3987, 3893
184, 188,48.23 ,491, 527
200, 215,55.84 ,1295, 1024
189, 226,58.1 ,380, 274
175, 219,62.17 ,258, 157
131, 203,50.57 ,929, 908
59, 63,45.4 ,311, 374
45, 81,50.03 ,742, 741
93, 100,38.94 ,2582, 4048
172, 218,57.2 ,671, 502
22, 109,43.28 ,2006, 2629
147, 204,57.67 ,2184, 1603
18, 66,48.87 ,390, 408
186, 202,58.79 ,398, 279
17, 63,40.97 ,864, 1245
190, 197,59.43 ,3279, 2238
20, 40,48.99 ,974, 1014
139, 173,62.59 ,907, 542
